DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0714-LTU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,LTU,Lithuania,Northern Europe,Europe,"Alytaus, Kauno, Klaipedos, Marijampoles, Panevezio, Siauliu, Taurages, Telsiu, Utenos, Vilniaus provinces",,,No,No,No,,,°C,,,,2001,12,,2001,12,,20,,,,,,,,,,,56.44657635,"[{""adm1_code"":1866,""adm1_name"":""Alytaus""},{""adm1_code"":1867,""adm1_name"":""Kauno""},{""adm1_code"":1868,""adm1_name"":""Klaipedos""},{""adm1_code"":1869,""adm1_name"":""Marijampoles""},{""adm1_code"":1870,""adm1_name"":""Panevezio""},{""adm1_code"":1871,""adm1_name"":""Siauliu""},{""adm1_code"":1872,""adm1_name"":""Taurages""},{""adm1_code"":1873,""adm1_name"":""Telsiu""},{""adm1_code"":1874,""adm1_name"":""Utenos""},{""adm1_code"":1875,""adm1_name"":""Vilniaus""}]",2003-07-01,2023-09-25
2001-0734-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGD,Bangladesh,Southern Asia,Asia,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari districts (Rangpur province), Satkhira, Jessore districts (Khulna province), Sylhet, Sunamganj districts (Sylhet province)",,,No,No,No,,7,°C,,,,2001,12,,2001,12,,6,2000,,,2000,,,,,,,56.44657635,"[{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5804,""adm2_name"":""Satkhira""},{""adm2_code"":5823,""adm2_name"":""Sunamganj""},{""adm2_code"":5824,""adm2_name"":""Sylhet""},{""adm2_code"":5806,""adm2_name"":""Dinajpur""},{""adm2_code"":5814,""adm2_name"":""Nilphamari""},{""adm2_code"":5816,""adm2_name"":""Panchagarh""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2003-07-01,2023-09-25
2001-0753-GTM,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,GTM,Guatemala,Latin America and the Caribbean,Americas,"El Progreso, Jalapa, Chiquimula, Zacapa, Jutiapa provinces",,,No,No,No,,,°C,,,,2001,11,,2001,11,,,,1850,,1850,,,,,,,56.44657635,"[{""adm1_code"":64822,""adm1_name"":""El Progreso""},{""adm1_code"":64839,""adm1_name"":""Zacapa""},{""adm1_code"":64840,""adm1_name"":""Chiquimula""},{""adm1_code"":64841,""adm1_name"":""Jalapa""},{""adm1_code"":64842,""adm1_name"":""Jutiapa""}]",2003-07-01,2023-09-25
2001-0770-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,No,No,No,,,°C,,,,2001,8,,2001,8,,56,,,,,,,,,,,56.44657635,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2003-07-01,2023-09-25
2001-0779-NZL,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NZL,New Zealand,Australia and New Zealand,Oceania,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces",,Drought,No,No,No,,,°C,,,,2001,1,,2001,4,,,,,,,,,,,200000,354317,56.44657635,"[{""adm1_code"":2173,""adm1_name"":""Canterbury""},{""adm1_code"":2176,""adm1_name"":""Nelson-marlborough""},{""adm1_code"":2178,""adm1_name"":""Otago""},{""adm1_code"":2179,""adm1_name"":""Southland""},{""adm1_code"":2184,""adm1_name"":""Westland""}]",2006-03-08,2023-09-25
2002-0284-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PAK,Pakistan,Southern Asia,Asia,"Balochistan, Punjab, Sindh provinces",,,No,No,No,,50,°C,,,,2002,5,,2002,5,,113,24,,,24,,,,,,,57.34184015,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":2277,""adm1_name"":""Sindh""}]",2003-07-01,2023-09-25
2002-0290-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",,,No,No,No,,50,°C,,,,2002,5,10,2002,5,22,1030,,,,,,,,,,,57.34184015,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2005-12-12,2023-09-25
2002-0354-NGA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,NGA,Nigeria,Sub-Saharan Africa,Africa,Maiduguri district (Borno province),,,No,No,No,,60,°C,,,,2002,6,,2002,6,,60,,,,,,,,,,,57.34184015,"[{""adm2_code"":191040,""adm2_name"":""Maiduguri""}]",2003-07-01,2023-09-25
2002-0355-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,Arizona province,,,No,No,No,,,°C,,,,2002,6,,2002,6,,14,,,,,,,,,,,57.34184015,"[{""adm1_code"":3216,""adm1_name"":""Arizona""}]",2003-07-01,2023-09-25
2002-0494-ARG,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ARG,Argentina,Latin America and the Caribbean,Americas,"Catamarca, Chaco, Corrientes, Formosa, Jujuy, Misiones, Salta, Santiago Del Estero, Tucuman provinces",,,No,No,No,,,°C,,,,2002,7,,2002,7,,,,200,,200,,,,,,,57.34184015,"[{""adm1_code"":431,""adm1_name"":""Catamarca""},{""adm1_code"":432,""adm1_name"":""Chaco""},{""adm1_code"":435,""adm1_name"":""Corrientes""},{""adm1_code"":437,""adm1_name"":""Formosa""},{""adm1_code"":438,""adm1_name"":""Jujuy""},{""adm1_code"":442,""adm1_name"":""Misiones""},{""adm1_code"":445,""adm1_name"":""Salta""},{""adm1_code"":450,""adm1_name"":""Santiago Del Estero""},{""adm1_code"":452,""adm1_name"":""Tucuman""}]",2003-07-01,2023-09-25
2002-0495-CHL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CHL,Chile,Latin America and the Caribbean,Americas,"Aisen del Gral. Carlos Ibañez del Campo, Antofagasta, Araucania, Arica y Painacota, Atacama, Biobio, Coquimbo, Libertador Gral. Bernardo O'Higgins, Los Lagos, Los Rios, Magallanes y Antartica chilena, Maule, Metropolitana, Tarapaca, Valparaiso provinces",,,No,No,No,,,°C,,,,2002,7,,2002,7,,,,25000,,25000,,,,,,,57.34184015,"[{""adm1_code"":883,""adm1_name"":""Antofagasta""},{""adm1_code"":884,""adm1_name"":""Araucania""},{""adm1_code"":885,""adm1_name"":""Atacama""},{""adm1_code"":886,""adm1_name"":""Aisen del Gral. Carlos Ibañez del Campo""},{""adm1_code"":887,""adm1_name"":""Biobio""},{""adm1_code"":888,""adm1_name"":""Coquimbo""},{""adm1_code"":889,""adm1_name"":""Libertador Gral. Bernardo O'Higgins""},{""adm1_code"":891,""adm1_name"":""Magallanes y Antartica chilena""},{""adm1_code"":892,""adm1_name"":""Maule""},{""adm1_code"":893,""adm1_name"":""Metropolitana""},{""adm1_code"":91501,""adm1_name"":""Los Lagos""},{""adm1_code"":91502,""adm1_name"":""Tarapaca""},{""adm1_code"":91503,""adm1_name"":""Arica y Painacota""},{""adm1_code"":91504,""adm1_name"":""Los Rios""},{""adm1_code"":149630,""adm1_name"":""Valparaiso""}]",2003-07-01,2023-09-25
2002-0531-CHN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CHN,China,Eastern Asia,Asia,"Chongqing Shi province, Shijiazhuang district (Hebei Sheng province)",,,No,No,No,,43,°C,,,,2002,7,,2002,7,,7,3500,,,3500,,,,,,,57.34184015,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm2_code"":13075,""adm2_name"":""Shijiazhuang""}]",2003-07-01,2023-09-25
2002-0639-RUS,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,RUS,Russian Federation,Eastern Europe,Europe,Moskva province,,,No,No,No,,-50,°C,,,,2002,10,,2002,10,,242,62,25000,,25062,,,,,,,57.34184015,"[{""adm1_code"":2535,""adm1_name"":""Moskva""}]",2003-07-01,2023-09-25
2002-0754-POL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,POL,Poland,Eastern Europe,Europe,"Lodzkie, Lubeiskie, Mazowieckie, Podlaskie, Swietokrzyskie, Warminsko-Mazurskie provinces",,,No,No,No,,-25,°C,,,,2002,10,,2003,1,,183,,,,,,,,,,,57.34184015,"[{""adm1_code"":2372,""adm1_name"":""Lodzkie""},{""adm1_code"":2373,""adm1_name"":""Lubeiskie""},{""adm1_code"":2376,""adm1_name"":""Mazowieckie""},{""adm1_code"":2379,""adm1_name"":""Podlaskie""},{""adm1_code"":2382,""adm1_name"":""Swietokrzyskie""},{""adm1_code"":2383,""adm1_name"":""Warminsko-Mazurskie""}]",2003-07-01,2023-09-25
2002-0767-ROU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,ROU,Romania,Eastern Europe,Europe,"Bucuresti, Iasi, Cluj, Bihor provinces",,,No,No,No,,-11,°C,,,,2002,12,7,2002,12,7,10,,,,,,,,,,,57.34184015,"[{""adm1_code"":2450,""adm1_name"":""Bihor""},{""adm1_code"":2455,""adm1_name"":""Bucuresti""},{""adm1_code"":2459,""adm1_name"":""Cluj""},{""adm1_code"":2470,""adm1_name"":""Iasi""}]",2003-07-01,2023-09-25
2002-0805-MEX,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Chihuahua, Sonora, Baja California, Baja California Sur provinces",,,No,No,No,,-10,°C,,,,2002,12,24,2002,12,24,50,,,,,,,,,,,57.34184015,"[{""adm1_code"":2029,""adm1_name"":""Baja California""},{""adm1_code"":2030,""adm1_name"":""Baja California Sur""},{""adm1_code"":2033,""adm1_name"":""Chihuahua""},{""adm1_code"":2053,""adm1_name"":""Sonora""}]",2003-07-01,2023-09-25
2002-0818-IND,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Himachal Pradesh, Rajasthan, Jharkhand, Jammu and Kashmir, Punjab, Haryana, Delhi provinces",,,No,No,No,,5,°C,,,,2002,12,,2002,12,,900,,,,,,,,,,,57.34184015,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2003-07-01,2023-09-25
2002-0819-BGD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGD,Bangladesh,Southern Asia,Asia,"Rajshahi, Rangpur provinces",,,No,No,No,192,3,°C,,,,2002,12,15,2003,1,,700,,50000,,50000,,,,,,,57.34184015,"[{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2006-09-17,2023-09-25
2002-0831-NPL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,NPL,Nepal,Southern Asia,Asia,"Bara, Parsa, Rautahat areas (Narayani district, Central province), Dhanusha, Mahottari, Sarlahi areas (Janakpur district, Central province), Banke, Bardiya areas (Bheri district, Mid Western province), Kailali area (Seti district, Far Western province)",,,No,No,No,,0,°C,,,,2002,12,,2002,12,,60,200,,,200,,,,,,,57.34184015,"[{""adm2_code"":22352,""adm2_name"":""Janakpur""},{""adm2_code"":22353,""adm2_name"":""Narayani""},{""adm2_code"":22358,""adm2_name"":""Seti""},{""adm2_code"":22361,""adm2_name"":""Bheri""}]",2003-07-01,2023-09-25
2002-0834-PAK,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,PAK,Pakistan,Southern Asia,Asia,"Punjab, Sindh provinces",,,No,No,No,,0,°C,,,,2002,12,,2002,12,,,,,,,,,,,,,57.34184015,"[{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":2277,""adm1_name"":""Sindh""}]",2003-07-01,2023-09-25
2003-0022-LVA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,LVA,Latvia,Northern Europe,Europe,Rigas province,,,No,No,No,,-37,°C,,,,2003,1,,2003,1,,15,,,,,,,,,,,58.64355298,"[{""adm1_code"":1790,""adm1_name"":""Rigas""}]",2003-08-11,2023-09-25
2003-0250-BGD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,BGD,Bangladesh,Southern Asia,Asia,"Dhaka, Khulna, Rajshahi provinces",,,No,No,No,,40,°C,,,,2003,5,10,2003,6,12,62,,,,,,,,,,,58.64355298,"[{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""}]",2005-12-02,2023-09-25
2003-0250-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",,Drought,No,No,No,,49,°C,,,,2003,5,14,2003,6,6,1210,,,,,,,,,400000,682087,58.64355298,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":1508,""adm1_name"":""Tamil Nadu""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70075,""adm1_name"":""Chhattisgarh""},{""adm1_code"":70078,""adm1_name"":""Jharkhand""},{""adm1_code"":70079,""adm1_name"":""Madhya Pradesh""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2006-03-08,2023-09-25
2003-0250-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PAK,Pakistan,Southern Asia,Asia,Punjab province,,,No,No,No,,50,°C,,,,2003,5,1,2003,6,6,200,,,,,,,,,,,58.64355298,"[{""adm1_code"":2276,""adm1_name"":""Punjab""}]",2005-07-13,2023-09-25
2003-0339-PER,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,PER,Peru,Latin America and the Caribbean,Americas,"Ayacucho, Huancavelica, Tacna, Moquegua, Arequipa, Puno, Cusco, Apurimac provinces",,Snow/ice,Yes,No,No,,-28,°C,,,,2003,7,7,2003,8,15,339,,1839888,,1839888,,,,,,,58.64355298,"[{""adm1_code"":2330,""adm1_name"":""Apurímac""},{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2335,""adm1_name"":""Cusco""},{""adm1_code"":2336,""adm1_name"":""Huancavelica""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2348,""adm1_name"":""Puno""},{""adm1_code"":2350,""adm1_name"":""Tacna""}]",2004-03-10,2023-09-25
2003-0391-AUT,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,AUT,Austria,Western Europe,Europe,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",,Drought|Wildfire,No,No,No,,,°C,,,,2003,7,,2003,8,,345,,,,,,,,,280000,477461,58.64355298,"[{""adm1_code"":478,""adm1_name"":""Burgenland""},{""adm1_code"":479,""adm1_name"":""Karnten""},{""adm1_code"":480,""adm1_name"":""Niederosterreich""},{""adm1_code"":481,""adm1_name"":""Oberosterreich""},{""adm1_code"":482,""adm1_name"":""Salzburg""},{""adm1_code"":483,""adm1_name"":""Steiermark""},{""adm1_code"":484,""adm1_name"":""Tirol""},{""adm1_code"":485,""adm1_name"":""Vorarlberg""},{""adm1_code"":486,""adm1_name"":""Wien""}]",2008-03-14,2023-09-25
